OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
48485,Destroyed (>50%),30473.0,Mulholland Hwy,,Los Angeles County,CA,,LAC,Los Angeles,Seminole Springs Mobile Home Park ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,192855.0,1971.0,30473 MULHOLLAND HWY AGOURA HILLS CA 91301,34.1105085606555,-118.791452446161
30725,Destroyed (>50%),5975.0,Maxwell,Drive,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,,42330.0,1973.0,5975  MAXWELL DR 42 PARADISE CA 95969,39.7633539685296,-121.614252637401
119550,No Damage,2363.0,Brigden ,Road,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',247044.0,1940.0,"2363 BRIGDEN RD, PASADENA, CA 91104",34.1664967,-118.1018133
51897,Destroyed (>50%),15230.0,Mountain Shadow ,Drive,Unincorporated,CA,,SHU,Shasta,Centerville ,7/23/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,21-30,,281906.0,1992.0,15230 MOUNTAIN SHADOWS DR REDDING CA 96001,40.5418872038157,-122.492351900193
30286,Destroyed (>50%),1856.0,Norwood,Drive,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,105009.0,1963.0,1856  NORWOOD DR   PARADISE CA 95969,39.7634251530013,-121.574141410982
126478,No Damage,525.0,W Rustic,Road,Santa Monica,CA,90402.0,LAC,Los Angeles,Pacific Palisades ,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,Combustible,,,637718.0,1931.0,"525 W RUSTIC RD, SANTA MONICA, CA 90402",34.0347459,-118.5182773
2305,No Damage,5.0,Truman Journey ,Way,,CA,0.0,BTU,Butte,Berry Creek ,9/9/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,200000.0,1996.0,"5 TRUMAN JOURNEY WAY, BERRY CREEK CA 95916",39.6195837555381,-121.449313735245
88579,No Damage,14000.0,Calle Real ,,Goleta ,CA,,SBC,Santa Barbara,,10/11/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,34.4672148023208,-120.105520570778
100349,Destroyed (>50%),408.0, Valley Vista,Avenue,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,542500.0,1963.0,"408 VALLEY VISTA DR, CAMARILLO, CA 93010",34.2423942,-119.0690664
1967,Destroyed (>50%),55.0,Cedar Tree,Lane,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,Unknown,No Vents,Metal,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,24980.0,1973.0,"55 CEDAR TREE LN, FEATHER FALLS CA 95966",39.5607331813501,-121.330536431237
86582,No Damage,3151.0,Genesee ,Road,Taylorsville,CA,95983.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,263563.0,,3151 GENESEE RD TAYLORSVILLE CA 95983,40.0426111489851,-120.80065267252
102623,No Damage,1820.0,N Altadena,Drive,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,95562.0,1956.0,"1820 N ALTADENA DR, PASADENA, CA 91107",34.1774053,-118.0986006
78288,Destroyed (>50%),1040.0,Gladycon,Road,Colfax ,CA,95713.0,NEU,Placer,,8/4/2021 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Metal,No Eaves,Unknown,Metal,Unknown,Wood,Wood,No Patio Cover/Carport,No Fence,,,93021.0,,1040 GLADYCON RD COLFAX CA 95713,39.1189874014467,-120.964236886481
13258,No Damage,1401.0,Adobe Canyon ,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,170623.0,1982.0,1401 ADOBE CANYON RD KENWOOD CA 95452,38.4398839706646,-122.543473640505
115248,Destroyed (>50%),2790.0,Holliston ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,,Tile,Unknown,Unknown,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',435834.0,1923.0,"2790 HOLLISTON AVE, ALTADENA, CA 91001",34.1939127,-118.1230889
117464,No Damage,3670.0,Pear Orchard,Lane,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,75854.0,1958.0,"3670 PEAR ORCHARD LN, PASADENA, CA 91107",34.1728626,-118.0739939
36982,Destroyed (>50%),595.0,Roberts,Road,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,,30-50',70028.0,1974.0,595  ROBERTS RD   PARADISE CA 95969,39.7760122218037,-121.627244179041
76635,Destroyed (>50%),7895.0,Intanko,Lane,Wheatland,CA,95692.0,NEU,Yuba,Wheatland,6/8/2021 12:00:00 AM,Fire,Other,Single Family Residence Multi Story,Single Residence,3.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,21-30,30-50',118024.0,,7895 INTANKO LN WHEATLAND CA 95692,39.0865399490094,-121.323917151947
44314,Destroyed (>50%),857.0,Central Park,Drive,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,153564.0,1949.0,857  CENTRAL PARK DR   PARADISE CA 95969,39.7665709743697,-121.610549496136
42596,Destroyed (>50%),3927.0,Neal,Road,Paradise Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,,,142395.0,1980.0,3927  NEAL RD   PARADISE CA 95969,39.743214959483,-121.642917587961
15316,No Damage,600.0,Noah,Court,,CA,,LNU,Napa,Napa ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,204837.0,1988.0,600 NOAH CT NAPA CA 94558,38.5163853926028,-122.194095758673
53398,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,182291.0,1989.0,6558 LESLEY CT MAGALIA CA 95954,39.8070086498162,-121.592708156889
27341,No Damage,5386.0,Los Monteros,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,457237.0,1989.0,5386 LOS MONTEROS YORBA LINDA CA 92887,33.8818862870172,-117.719756737262
99291,No Damage,3565.0,Cross Creek,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,Unscreened,Vinyl,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,31550.0,1986.0,"3565 CROSS CREEK RD, MALIBU, CA 90265",34.0413109,-118.6853598
33822,Destroyed (>50%),6685.0,Summerwood,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,<30',456171.0,1994.0,6685  SUMMERWOOD CT   PARADISE CA 95969,39.7801607878061,-121.572527132129
37432,Destroyed (>50%),5175.0,Country Club,Drive,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,188039.0,1981.0,5175  COUNTRY CLUB DR   PARADISE CA 95969,39.7363310660144,-121.568132992374
26456,No Damage,73.0,Hawking,,,CA,,ORC,Orange,Irvine,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,,769781.0,2017.0,73 HAWKING IRVINE CA 92618,33.6808105489522,-117.705980951107
96053,Destroyed (>50%),0.0,Campbell Ridge ,Road,,CA,0.0,BTU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,,40.0322823,-121.7222974
125687,Destroyed (>50%),737.0,Toyopa,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Tile,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1018281.0,1949.0,"737 TOYOPA DR, PACIFIC PALISADES, CA 90272",34.041469,-118.5206773
128586,No Damage,14929.0,Whitfield,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,,,131389.0,1950.0,"14929 WHITFIELD AVE, PACIFIC PALISADES, CA 90272",34.0522679,-118.5228953
60343,Destroyed (>50%),970.0,Canyon Heights,Drive,Anaheim,CA,92808.0,ORC,Orange,Anaheim Hills,10/9/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Multi Pane, , , ,,,,358191.0,1998.0,970 S CANYON HEIGHTS DR,33.8599365053552,-117.719511152236
15825,No Damage,7052.0,Pleasants Valley,Road,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,290576.0,1952.0,7052 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.4021297044859,-122.036268763824
115146,No Damage,196.0,E Las Flores,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,,>50',366915.0,,"196 E LAS FLORES DR, ALTADENA, CA 91001",34.1978253,-118.1414067
13432,No Damage,3701.0,N,Street,,CA,,LNU,Napa,Calistoga,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Wood,Unenclosed,Unscreened,Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,,,3701 N ST CALISTOGA CA 94515,38.5522840989516,-122.520487184299
7365,No Damage,0.0,Pine Cone Path,Other,,CA,0.0,MMU,Madera,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,   ,37.4204626867968,-119.367791069728
9787,Destroyed (>50%),0.0,INDIAN MEADOWS DR,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1968.0,"435 INDIAN MEADOWS DR, HAPPY CAMP CA 96039",41.8048095001032,-123.381432900247
35503,Destroyed (>50%),360.0,Oak Spring,Road,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,,116549.0,1976.0,360  OAK SPRING RD   PARADISE CA 95969,39.7411793359134,-121.640851449333
116841,Destroyed (>50%),290.0,E Las Flores,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,28495.0,1917.0,"290 E LAS FLORES DR, ALTADENA, CA 91001",34.1969455,-118.1396953
112950,Destroyed (>50%),2261.0,Norwic,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Composite,Unknown,No Patio Cover/Carport,Unknown,,,190194.0,1928.0,"2261 NORWIC PL, ALTADENA, CA 91001",34.1847504,-118.1303482
9640,Destroyed (>50%),0.0,INDIAN CREEK RD,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,41.8706635702458,-123.406904010291
107360,No Damage,2736.0,Lincoln ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,139661.0,1906.0,"2736 LINCOLN AVE, ALTADENA, CA 91001",34.192422,-118.1583271
112328,Destroyed (>50%),2502.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Non Combustible,,,106805.0,1948.0,"2502 MARENGO AVE, ALTADENA, CA 91001",34.1881382,-118.1428605
6562,No Damage,6005.0,Casscel,Road,,CA,0.0,MMU,Madera,North Folk,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,305381.0,1985.0,60005 CASCADEL RD NORTH FORK CA 93643,37.2280215787906,-119.451438125905
77744,Destroyed (>50%),525.0,Pioneer,Way,,CA,95983.0,LMU,Plumas,,7/4/2021 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,4817.0,,525 PIONEER WAY CA 95983,39.9613997168164,-120.223850333213
101018,No Damage,5525.0,West Greentree,Drive,Somis,CA,93066.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,Engine Company Actions,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,42865.0,1995.0,"5525 W GREENTREE DR, SOMIS, CA 93066",34.2857492,-119.0102644
83336,No Damage,1072.0,Navahoe ,Drive,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,,,214498.0,,1072 NAVAHOE DR SOUTH LAKE TAHOE CA 96150,38.8510644287908,-120.018894558286
77648,No Damage,745.0,-300 Doyle Grade ,Road,Doyle,CA,96109.0,LMU,Lassen,,7/4/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,,37672.0,,745300 DOYLE GRADE RD DOYLE CA 96109,40.0154616011961,-120.127077989725
36433,Destroyed (>50%),6149.0,Laurel,Drive,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',50656.0,1956.0,6149  LAUREL DR   PARADISE CA 95969,39.7690815113538,-121.634099679318
78958,Destroyed (>50%),7917.0,Old State,Road,Wofford Heights,CA,,KRN,Kern,,8/18/2021 12:00:00 AM,Fire,,Motor Home,Single Residence,,Metal,Unknown,Unknown,Metal,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,,,,35.7199174816116,-118.544359356676
129118,Destroyed (>50%),1130.0,Monument,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,Pacific Palisades ,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,200362.0,1949.0,"1130 MONUMENT ST, PACIFIC PALISADES, CA 90272",34.0497191,-118.5245202
36181,Destroyed (>50%),469.0,Friendly ,Way,Paradise Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Combustible,Non Combustible,,>50',105080.0,1958.0,469  FRIENDLY WAY   PARADISE CA 95969,39.7541047592048,-121.632543290596
93421,No Damage,270.0,Dustin,Lane,Palermo,CA,95968.0,BTU,Butte,Palermo ,6/24/2024 12:00:00 AM,Fire,Dozer Fuel Break,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,>30,30-50',52558.0,2007.0,"270 DUSTIN LN, PALERMO, CA 95968",39.4224655,-121.4986318
45053,Destroyed (>50%),1471.0,Freestone ,Court,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,30-50',193800.0,1992.0,1471  FREESTONE CT   PARADISE CA 95969,39.7666005531494,-121.5903242015
46444,Destroyed (>50%),5700.0,Sawmill,Road,Paradise Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Other,No Eaves,No Vents,Unknown,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,75755.0,1948.0,5700  SAWMILL RD   PARADISE CA 95969,39.7539836607402,-121.588296728158
28200,No Damage,28671.0,Modjeska Canyon ,Road,,CA,,ORC,Orange,Silverado,12/2/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30',15216.0,1920.0,28671 MODJESKA CANYON RD SILVERADO CA,33.7083862615052,-117.630347452966
7242,No Damage,42208.0,Bald Mountain ,Road,,CA,0.0,FKU,Fresno,Auberry ,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,185000.0,1974.0,42232 BALD MOUNTAIN RD AUBERRY CA 93602,37.0678075354669,-119.4110454618
94972,No Damage,5074.0,Old Highway North,,Mariposa,CA,95338.0,MMU,Mariposa,,7/4/2024 12:00:00 AM,Fire,Unknown,School,Nonresidential Commercial,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,>30,<30',0.0,0.0,"5074 OLD HWY N, MARIPOSA, CA 95338",37.48923,-119.9641765
17890,No Damage,4141.0,Corinne,Court,,CA,,LNU,Solano,Vacaville,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,461762.0,2009.0,4141 CORINNE CT VACAVILLE CA 95688,38.4396024325567,-121.995641652904
87550,No Damage,473.0,Genesee Indian Creek ,Road,Taylorsville,CA,95983.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Wood,Wood,Combustible,No Fence,,,354538.0,,473 GENESEE INDIAN CREEK RD TAYLORSVILLE CA 95983,40.0701709348535,-120.667127667203
45636,Destroyed (>50%),1696.0,Sweetbriar,Lane,Paradise Northeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,310000.0,1994.0,1696  SWEETBRIER LN   PARADISE CA 95969,39.7897934321215,-121.579947595465
131780,Destroyed (>50%),17477.0,Camino de Yatasto,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Wood,No Eaves,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,30-50',697708.0,1978.0,"17477 CAMINO DE YATASTO, PACIFIC PALISADES, CA 90272",34.078288,-118.5700002
37426,Destroyed (>50%),2386.0,Tokay,Court,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,367500.0,2017.0,2386  TOKAY CT   PARADISE CA 95969,39.7346129857694,-121.569980260975
108692,Destroyed (>50%),2062.0,El Molino,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Combustible,Non Combustible,,,73855.0,1927.0,"2062 EL MOLINO AVE, ALTADENA, CA 91001",34.1809925,-118.1357289
